epoch,train_loss,val_loss,val_accuracy
1,0.3343498264816967,0.2052858496705691,0.916030534351145
2,0.1854873174751127,0.13984280824661255,0.9312977099236641
3,0.1565917555645511,0.1453972334663073,0.9427480916030534
4,0.13266536044712002,0.14889698972304663,0.9599236641221374
5,0.13688156164779858,0.11358981331189473,0.9484732824427481
