epoch,train_loss,val_loss,val_accuracy
1,0.5990698248953432,0.47345372041066486,0.7843511450381679
2,0.4124415041627111,0.4353230595588684,0.8187022900763359
3,0.32259835222282923,0.2807926792237494,0.9141221374045801
4,0.2905773456032212,0.288199332025316,0.8320610687022901
5,0.2705997528659331,0.23490333391560447,0.898854961832061
