epoch,train_loss,val_loss,val_accuracy
1,1.9260656546781407,1.3937852912478976,0.3516355140186916
2,1.3426878458675853,1.2987758495189525,0.48598130841121495
3,1.2862702142746054,1.2173972019442805,0.37383177570093457
4,1.750878844350417,1.4113381218027186,0.3463785046728972
5,1.2633451376369293,1.084502829445733,0.6220794392523364
