epoch,train_loss,val_loss,val_accuracy
1,0.0015877798288559746,0.000186096740113154,N/A
2,0.00019096767690502238,0.000185316988553775,N/A
3,0.0001910887029477879,0.00018552889265421144,N/A
4,0.00019121437934914388,0.00018420444236918448,N/A
5,0.00019128938269970602,0.00018573791559398184,N/A
