epoch,train_loss,val_loss,val_accuracy
1,1.5364205665945068,1.4352020102388718,0.10524372230428361
2,1.463151699914707,1.4619123571059283,0.2363367799113737
3,1.4386199904395527,1.4587010257384356,0.2866506646971935
4,1.4255720358195267,1.4038382411003112,0.09287296898079764
5,1.4388351837793987,1.441819575253655,0.29440546528803546
