epoch,train_loss,val_loss,val_accuracy
1,0.004410328544379241,0.00016265770843595172,N/A
2,0.00015700510476980383,0.00016584828790655592,N/A
3,0.00015655118725166757,0.00016301829522159426,N/A
4,0.00015620764633371667,0.0001605513650908754,N/A
5,0.00015616147031372556,0.00016429489753797745,N/A
