epoch,train_loss,val_loss,val_accuracy
1,0.3000946545318977,0.2152276353703605,0.9179389312977099
2,0.16847967703801556,0.13811054163508946,0.9541984732824428
3,0.1476739931952309,0.1398308268851704,0.9427480916030534
4,0.12291442567633616,0.11369555070996284,0.9465648854961832
5,0.11358153903101748,0.14201489380664295,0.9580152671755725
